Pubmed_id	Target gene_species_scientific	Target gene_name	Target gene_Refseq_acc	Target site_number	miRNA_species	miRNA_mature_ID	miRNA_regulation	Reporter_target gene/region	Reporter link element	Test_method_inter	Target gene mRNA_level	Original description	Mutation_target region	Post mutation_method	Original description_mutation_region	Target site_position	miRNA_regulation_site	Reporter_target site	Reporter link element	Test_method_inter_site	Original description_inter_site	Mutation_target site	Post mutation_method_site	Original description_mutation_site	Additional note
19240126	Danio rerio	alg9	NM_200625	NA	Danio rerio	dre-miR-1	NA	NA	NA							NA			NA	NA			NA		
19240126	Danio rerio	ATP6V1E1	NM_173254	NA	Danio rerio	dre-miR-1	NA	NA	NA							NA			NA	NA			NA		
19240126	Danio rerio	ATP6V1BA	NM_182878	NA	Danio rerio	dre-miR-1	NA	NA	NA							NA			NA	NA			NA		
19240126	Danio rerio	pdlim1	NM_001017870	NA	Danio rerio	dre-miR-1	NA	NA	NA							NA			NA	NA			NA		
19240126	Danio rerio	smarca5	NM_001081629	NA	Danio rerio	dre-miR-1	NA	NA	NA							NA			NA	NA			NA		
19240126	Danio rerio	idh1	NM_201499	NA	Danio rerio	dre-miR-1	NA	NA	NA							NA			NA	NA			NA		
19240126	Danio rerio	copz1	NM_131508	NA	Danio rerio	dre-miR-1	NA	NA	NA							NA			NA	NA			NA		
19240126	Danio rerio	arpc4l	NM_001003762	NA	Danio rerio	dre-miR-1	NA	NA	NA							NA			NA	NA			NA		
19240126	Danio rerio	TPM3	NM_201492	NA	Danio rerio	dre-miR-1	NA	NA	NA							NA			NA	NA			NA		
19240126	Danio rerio	SMARCD1	NM_198358	NA	Danio rerio	dre-miR-1	NA	NA	NA							NA			NA	NA			NA		
19240126	Danio rerio	DPM1	NM_001003596	NA	Danio rerio	dre-miR-1	NA	NA	NA							NA			NA	NA			NA		
19244118	Homo sapiens	ZEB2	NM_014795	NA	Homo sapiens	hsa-miR-205	NA	NA	NA		{changed}	{The observation that ZEB2 mRNA levels were significantly reduced (~55.9% F 7.8% and 44.2% F 19.1% in DU145 and PC-3 cells, respectively) upon transfection with pre-205 (Fig. 4B)}				NA			NA	NA			NA		
19244118	Homo sapiens	PRKCE	NM_005400	NA	Homo sapiens	hsa-miR-205	NA	NA	NA	{Immunostaining}	{changed}	{Microarray data showed down-regulation of PKCq mRNA in pre205-transfected compared with preNeg-transfected DU145 cells (Supplementary Table S5).}				NA	{overexpression by miRNA precursor transfection}		NA	NA	{Exposure to pre205 resulted in a significant reduction of PKCq mRNA levels accompanied by a pronounced decrease in protein abundance in DU145 and PC-3 cells (Fig. 4B and C).}		NA		
19245789	Rattus norvegicus	igf1	NM_178866	1	Rattus norvegicus	rno-miR-1	overexpression	luciferase	{3'UTR}	{Western blot}				{yes}		196	{overexpression}		{3'UTR}	{Luciferase activity assay}	{Western blotting showed that IGF-1 protein was reduced by miR-1 as significantly as by IGF-1 siRNA (Fig. 4B and  Supplemental Fig. 3B).}	{Luciferase activity assay}	{Luciferase activity assay}	{The dual luciferase assay demonstrated that miR-1, miR-206 could significantly reduce the luciferase activities mediated by pGL3-Mmbs2 (p < 0.05), and miR-1, miR-206 could reduce luciferase activities mediated by pGL3-mbs12 a little more efficiently than those mediated by pGL3-Mmbs2 without significant differences (p > 0.05) (Fig. 3).}	
19245789	Rattus norvegicus	igf1	NM_178866	1	Rattus norvegicus	rno-miR-206	overexpression	luciferase	{3'UTR}					{yes}		196			{3'UTR}	{Luciferase activity assay}		{Luciferase activity assay}	{Luciferase activity assay}	{The dual luciferase assay demonstrated that miR-1, miR-206 could significantly reduce the luciferase activities mediated by pGL3-Mmbs2 (p < 0.05), and miR-1, miR-206 could reduce luciferase activities mediated by pGL3-mbs12 a little more efficiently than those mediated by pGL3-Mmbs2 without significant differences (p > 0.05) (Fig. 3).}	
19247375	Homo sapiens	ZFP36	NM_003407	NA	Homo sapiens	[hsa-miR-29a]	NA	NA	NA	{Western blot}				{yes}		NA	{overexpression}		NA	NA	{RasXT cells also showed lower amounts of TTP protein than epithelial EpRas cells (Fig 2B).}	{Luciferase activity assay}	NA	{co-transfection of miR-29a led to a strong reduction of the luciferase signal (Fig 2C, WT).}	
19250063	Homo sapiens	HMGA1	NM_145905	1	Homo sapiens	hsa-miR-16	overexpression by miRNA precursor transfection	luciferase	{3'UTR}					{yes}		9447			{3'UTR}	{Luciferase activity assay}		{Luciferase activity assay}	{Luciferase activity assay}	{For HMGA1, two mutants were constructed for HMGA1 RE1 and RE2, denoted as m1 and m2 respectively. Only the mutation of the RE1 (m1) completely corrected the inhibition of the luciferase activity (Fig. 2 A).}	
19250063	Homo sapiens	CAPRIN1	NM_203364	1	Homo sapiens	hsa-miR-16	overexpression by miRNA precursor transfection	luciferase	{3'UTR}					{yes}		3399			{3'UTR}	{Luciferase activity assay}		{Luciferase activity assay}	{Luciferase activity assay}	{For caprin-1, the mutation of the sole RE completely abolished the inhibition of luciferase activity (Fig. 2 B)}	
19250063	Homo sapiens	CCNE1	NM_001031358	1	Homo sapiens	hsa-miR-16	overexpression by miRNA precursor transfection	luciferase	{3'UTR}					{yes}		1674			{3'UTR}	{Luciferase activity assay}		{Luciferase activity assay}	{Luciferase activity assay}	{We could restore the luciferase activity only by concomitantly mutating the two miR-16 binding sites (m3 mutant), while independent mutation of each of them was quasi Inefficient (Fig. 2 C).}	
19250063	Homo sapiens	CCNE1	NM_001031358	2	Homo sapiens	hsa-miR-16	overexpression by miRNA precursor transfection	luciferase	{3'UTR}					{yes}		1910			{3'UTR}	{Luciferase activity assay}		{Luciferase activity assay}	{Luciferase activity assay}	{We could restore the luciferase activity only by concomitantly mutating the two miR-16 binding sites (m3 mutant), while independent mutation of each of them was quasi Inefficient (Fig. 2 C).}	
19251704	Mus musculus	Smad1	NM_008539	1	Mus musculus	mmu-miR-199a-3p	overexpression by miRNA precursor transfection	luciferase	{3'UTR}	{immunoblotting}				{yes}		126	{overexpression by miRNA precursor transfection}		{3'UTR}	{Luciferase activity assay}	{This was also confirmed via immunoblotting analysis—overexpression of miR-199a* resulted in decreased Smad1 protein levels(Figure 5F).}	{Luciferase activity assay}	{Luciferase activity assay}	{miR-199a* significantly inhibited activity of the wildtype reporter gene pGL3Smad1, whereas mutation of either seed site largely abolished miR-199a*-mediated repression of reporter gene activity.}	
19251704	Mus musculus	Smad1	NM_008539	2	Mus musculus	mmu-miR-199a-3p	overexpression by miRNA precursor transfection	luciferase	{3'UTR}	{immunoblotting}				{yes}		569	{overexpression by miRNA precursor transfection}		{3'UTR}	{Luciferase activity assay}	{This was also confirmed via immunoblotting analysis—overexpression of miR-199a* resulted in decreased Smad1 protein levels(Figure 5F).}	{Luciferase activity assay}	{Luciferase activity assay}	{miR-199a* significantly inhibited activity of the wildtype reporter gene pGL3Smad1, whereas mutation of either seed site largely abolished miR-199a*-mediated repression of reporter gene activity.}	
19258499	Homo sapiens	CREB1	NM_134442	1	Homo sapiens	hsa-miR-34b*	overexpression	luciferase	{part of 3'UTR}	{Western blot}				{yes}		1328	{overexpression}		{part of 3'UTR}	{Luciferase activity assay}	{Results confirmed that miR-34b, not miR-neg,inhibited CREB protein expression, which was found drastically reduced in all myeloid cell lines studied.}	{Luciferase activity assay}	{Luciferase activity assay}	{In contrast, exogenous miR-34b expression did not reduce LUC activity with the mutated CREB 3'-UTR, further suggesting that CREB expression is typically regulated by miR-34b (Fig. 2A).}	
19259393	Mus musculus	LMNB1	NM_010721	3	Mus musculus	mmu-miR-23a	overexpression	luciferase	{3'UTR}	{Western blot}	{unchanged}	{No change in LMNB1 mRNA levels was noted (data not shown). }		{yes}		363	{overexpression}		{3'UTR}	{Luciferase activity assay}	{Western blot was used to reveal that endogenous LMNB1 levels were reduced by miR-23a and miR-23b (Fig. 5B) in HEK293 cells}	{Luciferase activity assay}	{Luciferase activity assay}	{ Further characterization of the Lmnb1 3′UTR revealed that there are three separate miR-23 binding sites within this region (see supplementary material Fig. S1 and Table S1). }	
19259393	Mus musculus	LMNB1	NM_010721	2	Mus musculus	mmu-miR-23a	overexpression	luciferase	{3'UTR}	{Western blot}	{unchanged}	{No change in LMNB1 mRNA levels was noted (data not shown). }		{yes}		205	{overexpression}		{3'UTR}	{Luciferase activity assay}	{Western blot was used to reveal that endogenous LMNB1 levels were reduced by miR-23a and miR-23b (Fig. 5B) in HEK293 cells}	{Luciferase activity assay}	{Luciferase activity assay}	{ Further characterization of the Lmnb1 3′UTR revealed that there are three separate miR-23 binding sites within this region (see supplementary material Fig. S1 and Table S1). }	
19259393	Mus musculus	LMNB1	NM_010721	1	Mus musculus	mmu-miR-23a	overexpression	luciferase	{3'UTR}	{Western blot}	{unchanged}	{No change in LMNB1 mRNA levels was noted (data not shown). }		{yes}		108	{overexpression}		{3'UTR}	{Luciferase activity assay}	{Western blot was used to reveal that endogenous LMNB1 levels were reduced by miR-23a and miR-23b (Fig. 5B) in HEK293 cells}	{Luciferase activity assay}	{Luciferase activity assay}	{ Further characterization of the Lmnb1 3′UTR revealed that there are three separate miR-23 binding sites within this region (see supplementary material Fig. S1 and Table S1). }	
19259393	Mus musculus	LMNB1	NM_010721	2	Mus musculus	mmu-miR-23b	overexpression	luciferase	{3'UTR}	{Western blot}	{unchanged}	{No change in LMNB1 mRNA levels was noted (data not shown). }		{yes}		205	{overexpression}		{3'UTR}	{Luciferase activity assay}	{Western blot was used to reveal that endogenous LMNB1 levels were reduced by miR-23a and miR-23b (Fig. 5B) in HEK293 cells}	{Luciferase activity assay}	{Luciferase activity assay}	{ Further characterization of the Lmnb1 3′UTR revealed that there are three separate miR-23 binding sites within this region (see supplementary material Fig. S1 and Table S1). }	
19259393	Mus musculus	LMNB1	NM_010721	3	Mus musculus	mmu-miR-23b	overexpression	luciferase	{3'UTR}	{Western blot}	{unchanged}	{No change in LMNB1 mRNA levels was noted (data not shown). }		{yes}		363	{overexpression}		{3'UTR}	{Luciferase activity assay}	{Western blot was used to reveal that endogenous LMNB1 levels were reduced by miR-23a and miR-23b (Fig. 5B) in HEK293 cells}	{Luciferase activity assay}	{Luciferase activity assay}	{ Further characterization of the Lmnb1 3′UTR revealed that there are three separate miR-23 binding sites within this region (see supplementary material Fig. S1 and Table S1). }	
19259393	Mus musculus	LMNB1	NM_010721	1	Mus musculus	mmu-miR-23b	overexpression	luciferase	{3'UTR}	{Western blot}	{unchanged}	{No change in LMNB1 mRNA levels was noted (data not shown). }		{yes}		108	{overexpression}		{3'UTR}	{Luciferase activity assay}	{Western blot was used to reveal that endogenous LMNB1 levels were reduced by miR-23a and miR-23b (Fig. 5B) in HEK293 cells}	{Luciferase activity assay}	{Luciferase activity assay}	{ Further characterization of the Lmnb1 3′UTR revealed that there are three separate miR-23 binding sites within this region (see supplementary material Fig. S1 and Table S1). }	
19264808	Homo sapiens	TGFB1	NM_000660	NA	Homo sapiens	[hsa-miR-21]	NA	NA	NA							NA			NA	NA			NA		
19264808	Homo sapiens	RASA1	NM_022650	NA	Homo sapiens	[hsa-miR-21]	NA	NA	NA							NA			NA	NA			NA		
19264808	Homo sapiens	RASGRP1	NM_001128602	NA	Homo sapiens	[hsa-miR-21]	NA	NA	NA							NA			NA	NA			NA		
19269153	Homo sapiens	BCL2	NM_000657	NA	Homo sapiens	hsa-miR-16	NA	NA	NA	{Western blot}						NA	{overexpression by miRNA precursor transfection}		NA	NA	{By Western blot analysis, transfection with miR-16 precursor was found to suppress}		NA		
19273599	Homo sapiens	CDKN1B	NM_004064	NA	Homo sapiens	hsa-miR-181a	NA	NA	NA	{Western blot}	{changed}	{Over-expression of miR-181a caused a 5-fold reduction of p27  protein levels, while the amount of p27 mRNA was reduced only ~1.5-fold (Fig.7C and D).}				NA	{overexpression by miRNA precursor transfection}		NA	NA	{Over-expression of miR-181a caused a 5-fold reduction of p27  protein levels, while the amount of p27 mRNA was reduced only ~1.5-fold (Fig.7C and D).}		NA		
18539114	Homo sapiens	MYB	NM_001130173	NA	Homo sapiens	hsa-miR-150	NA	NA	NA	{Western blot}				{yes}		NA	{overexpression}		NA	NA	{We observed a dramatic reduction in MYB protein level upon ectopic expression of miR-150 (Figure 5A and Figure S10)}	{Luciferase activity assay}	NA	{Importantly,mutation of the four candidate miR-150 binding sites abrogated miR-150 repression,}	
19265035	Mus musculus	Hif1a	NM_010431	1	Mus musculus	mmu-miR-199a-5p	overexpression	luciferase	{3'UTR}					{yes}		99			{3'UTR}	{Luciferase activity assay}		{Luciferase activity assay}	{Luciferase activity assay}	{Inclusion of this sequence within the 3'UTR of a luciferase gene rendered it a target of miR-199a, as demonstrated by the inhibition of its activity on overexpression of miR-199a (Figure 2b)}	
19265035	Mus musculus	Sirt1	NM_019812	1	Mus musculus	mmu-miR-199a-5p	overexpression by miRNA precursor transfection	luciferase	{3'UTR}					{yes}		458			{3'UTR}	{Luciferase activity assay}		{Luciferase activity assay}	{Luciferase activity assay}	{Inclusion of this target sequence within the 3'UTR of a luciferase gene rendered it a target of miR-199a, as demonstrated demonstrated by the inhibition of its activity on overexpression of miR-199a, relative to a mutant sequence (Figure 5b).}	
19265686	Homo sapiens	MMP16	NM_022564	1	Homo sapiens	hsa-miR-146b-5p	overexpression by miRNA precursor transfection	luciferase	{3'UTR}					{yes}		730			{3'UTR}	{Luciferase activity assay}		{Luciferase activity assay}	{Luciferase activity assay}	{Luciferase  activity in U373 cells co-transfected with pre-miR-146b and  pGL3-MMP16 vector was decreased when compared with controls (Fig. 4C).}	
19265686	Homo sapiens	MMP16	NM_022564	2	Homo sapiens	hsa-miR-146b-5p	overexpression by miRNA precursor transfection	luciferase	{3'UTR}					{yes}		1486			{3'UTR}	{Luciferase activity assay}		{Luciferase activity assay}	{Luciferase activity assay}	{Luciferase  activity in U373 cells co-transfected with pre-miR-146b and  pGL3-MMP16 vector was decreased when compared with controls (Fig. 4C).}	
19270061	Homo sapiens	ABCG2	NM_004827	1	Homo sapiens	hsa-mir-328	overexpression	luciferase	{3'UTR}	{Western blot}				{yes}		628	{overexpression}		{3'UTR}	{Luciferase activity assay}	{ABCG2 protein expression was suppressed more than 70% at 48 h after transfection with a higher dose (1.0 μg) of pS-miR-328 plasmid.}	{Luciferase activity assay}	{Luciferase activity assay}	{disruption of miR-328 MRE within ABCG2 3’-UTR,particularly the segment complementary to 8-bp seed sequence (Fig. 1A), resulted in a 300% increase in luciferase activity in MCF-7 cells (Fig. 2C).}	
19264808	Homo sapiens	PDCD4	NM_145341	NA	Homo sapiens	[hsa-miR-21]	NA	NA	NA							NA			NA	NA			NA		
19276261	Homo sapiens	PDCD4	NM_145341	1	Homo sapiens	hsa-miR-21	downregulation by anti-miRNA oligonucleotide	luciferase	{3'UTR}	{Western blot}	{unchanged}	{The down-regulation of endogenous microRNA-21 with anti–microRNA-21 (Fig. 5A) led to a significant increase in PDCD4 protein (Fig. 5C and D) without any change in PDCD4 mRNA (Fig. 5B).}		{yes}		249	{downregulation by anti-miRNA oligonucleotide}		{3'UTR}	{Luciferase activity assay}	{The down-regulation of endogenous microRNA-21 with anti–microRNA-21 (Fig. 5A) led to a significant increase in PDCD4 protein (Fig. 5C and D) without any change in PDCD4 mRNA (Fig. 5B).}	{Luciferase activity assay}	{Luciferase activity assay}	{However, the activity of the reporter construct deleted at the seed sequences of microRNA-21 target site was unaffected by a simultaneous transfection with anti–microRNA-21 (Fig. 5F)}	
19276373	Homo sapiens	ERBB3	NM_001982	1	Homo sapiens	hsa-miR-205	overexpression by miRNA precursor transfection	luciferase	{3'UTR}	{Western blot}				{yes}		4516	{overexpression by miRNA precursor transfection}		{3'UTR}	{Luciferase activity assay}	{Overexpression of miR-205 (verified by Northern blot in Supplementary Fig. S3 and real-time PCR in Fig. 1A) decreased HER3 protein expression of f44% and 30% in SKBr3 and MCF7, respectively,as evaluated by densitometric analysis (Fig. 1B).}	{Luciferase activity assay}	{Luciferase activity assay}	{Moreover, the mutation of the miR-205 binding site in HER3-3'UTR prevented the down-regulation of luciferase expression,}	
19278969	Homo sapiens	LMO2	NM_005574	1	Homo sapiens	hsa-miR-223	overexpression	luciferase	{3'UTR}	{Western blot}	{changed}	{As shown in Figure 3B (left) enforced miR-223 expression resulted in degradation of LMO2 mRNA, as well as treatment with siLMO2}		{yes}		1765	{overexpression}		{3'UTR}	{Luciferase activity assay}	{Accordingly, LMO2 protein level was markedly lower in miR-223- or siLMO2 transfected cells, as compared with control groups (Figure 3B, right).}	{Luciferase activity assay}	{Luciferase activity assay}	{Importantly, mutation of six bases (Figure3A, top panel) in the candidate miR-223 binding site totally abrogated miR-223-dependent repression}	
18555017	Homo sapiens	STMN1	NM_203401	1	Homo sapiens	hsa-miR-223	overexpression	luciferase	{3'UTR}					{yes}		833			{3'UTR}	{Luciferase activity assay}		{Luciferase activity assay}	{Luciferase activity assay}	{An inhibitory effect was not suggested with mutant 1, whereas minimal luciferase inhibition by approximately 18% was indicated with mutant 2 (P =.19) (Figure 4C).}	
18556655	Mus musculus	Reck	NM_016678	1	Mus musculus	mmu-miR-21	overexpression by miRNA precursor transfection	luciferase	{3'UTR}					{yes}		3988			{3'UTR}	{Luciferase activity assay}		{Luciferase activity assay}	{Luciferase activity assay}	{However, luciferase activity was significantly up-regulated after 3T3 cells were transfected with the Reck-pGL3-Mutant plasmid containing the mutated binding site and the miR-21 precursor (Fig. 7E).}	
18568019	Homo sapiens	CXCR4	NM_003467	1	Homo sapiens	hsa-miR-146a	overexpression by miRNA precursor transfection	luciferase	{part of 3'UTR}					{yes}		1596			{part of 3'UTR}	{Luciferase activity assay}		{Luciferase activity assay}	{Luciferase activity assay}	{Activity of the FL–Mut2/3, MutS2 or MutS3 reporter vector was not affected, (Fig. 3d), indicating that miR-146a interferes with CXCR4 mRNA translation through a direct interaction with S2 and S3 sites in the 3´UTR–FL.}	
18568019	Homo sapiens	CXCR4	NM_003467	2	Homo sapiens	hsa-miR-146a	overexpression by miRNA precursor transfection	luciferase	{part of 3'UTR}					{yes}		1821			{part of 3'UTR}	{Luciferase activity assay}		{Luciferase activity assay}	{Luciferase activity assay}	{Activity of the FL–Mut2/3, MutS2 or MutS3 reporter vector was not affected, (Fig. 3d), indicating that miR-146a interferes with CXCR4 mRNA translation through a direct interaction with S2 and S3 sites in the 3´UTR–FL.}	
18632633	Homo sapiens	APC	NM_001127511	NA	Homo sapiens	hsa-miR-135a	NA	NA	NA		{changed}	{A corresponding reduction in APC mRNA levels was detected by qRT-PCR, suggesting mRNA decay as a mechanism involved in miR-135a&b–mediated APC regulation (Fig. 2B)}		{yes}		NA			NA	NA		{Luciferase activity assay}	NA	{Cotransfection experiments revealed that the DM is completely refractory to miR-135a&b–mediated repression, indicating the direct suppression of APC by miR-135a&b (Fig. 2D).}	
18632633	Homo sapiens	APC	NM_001127511	NA	Homo sapiens	hsa-miR-135b	NA	NA	NA	{Western blot}	{changed}	{A corresponding reduction in APC mRNA levels was detected by qRT-PCR, suggesting mRNA decay as a mechanism involved in miR-135a&b–mediated APC regulation (Fig. 2B)}		{yes}		NA	{overexpression}		NA	NA	{Examination of endogenous APC protein levels from HEK293T cells stably expressing miR-135b revealed a clear down-regulation of APC protein compared with cells expressing a control construct (Fig. 2A).}	{Luciferase activity assay}	NA	{Cotransfection experiments revealed that the DM is completely refractory to miR-135a&b–mediated repression, indicating the direct suppression of APC by miR-135a&b (Fig. 2D).}	
18682393	Homo sapiens	P2RX7	NM_002562	NA	Homo sapiens	[hsa-miR-150]	NA	NA	NA							NA			NA	NA			NA		
18682393	Homo sapiens	P2RX7	NM_002562	NA	Homo sapiens	[has-mir-186]	NA	NA	NA							NA			NA	NA			NA		
18679415	Homo sapiens	ITGB3	NM_000212	NA	Homo sapiens	hsa-let-7a	NA	NA	NA					{yes}		NA			NA	NA		{Luciferase activity assay}	NA	{Introducing a mutation (exchange of two nucleotides) into the hsa-let-7a target site led to an increase of luciferase expression of 70% (±5%) in HMB2-MIA5 cells compared with the wild-type 3'-UTR construct}	
18713946	Homo sapiens	EZH2	NM_004456	1	Homo sapiens	hsa-miR-26a	overexpression by miRNA precursor transfection	luciferase	{3'UTR}					{yes}		2679			{3'UTR}	{Luciferase activity assay}		{Luciferase activity assay}	{Luciferase activity assay}	{Importantly, the mutant miR-26a responsive element was able to mitigate repression (Figure 5F),}	
20478051	Homo sapiens	EZH2	NM_004456	2	Homo sapiens	[hsa-miR-101]	overexpression by mature miRNA transfection	luciferase	{3'UTR}		{changed}	{In addition to the protein changes, we also detected a significant decrease of Ezh2 mRNA in PC-3 cells transfected by miR-101 compared to the cells transfected by miR-cont (30% ± 15, p <0.05, Fig. 3F).}				2543			{3'UTR}	{activity assay}			{activity assay}		
20478051	Homo sapiens	EZH2	NM_004456	1	Homo sapiens	[hsa-miR-101]	overexpression by mature miRNA transfection	luciferase	{3'UTR}		{changed}	{In addition to the protein changes, we also detected a significant decrease of Ezh2 mRNA in PC-3 cells transfected by miR-101 compared to the cells transfected by miR-cont (30% ± 15, p <0.05, Fig. 3F).}				2488			{3'UTR}	{activity assay}			{Luciferase activity assay}		
20478051	Homo sapiens	EZH2	NM_004456	1	Homo sapiens	hsa-miR-26a	overexpression by mature miRNA transfection	luciferase	{3'UTR}	Western blot			{no}	{yes}		2679	{overexpression by mature miRNA transfection}		{3'UTR}	{Luciferase activity assay}	{Interestingly, miR-26a did not show any detectable inhibition to Ezh2 (Fig. 3E), although it efficiently repressed the expression of the reporter construct containing Ezh2 3'-UTR (Fig. 3B).}	{Luciferase activity assay}	{Luciferase activity assay}	{A reporter construct with mutated miR-26a target site, m(236-257), also lost the inhibition to the reporter construct (Fig. 3D).}	
20484036	human	mTOR	NM_004958.3	1	Homo sapiens	hsa-miR-99a							{no}			unknown									
20484036	Homo sapiens	IGF-IR	NM_000875.3	1	Homo sapiens	hsa-miR-99a							{no}									N/A			
20484036	Homo sapiens	RPTOR	NM_020761.2	1	Homo sapiens	hsa-miR-99a							{no}	{no}											
20484036	human	mTOR	NM_004958.3	1	Homo sapiens	hsa-miR-100				{Western blot}			{no}				{knock down}				{To investigate whether downregulation of endogenous miR-100 can modulate the levels of mTOR, raptor, and IGF-IR proteins, we transfected a specific miR-100 knockdown probe or a control probe into two different human adrenocortical cell lines (H295R and SW-13) and detected a dose-dependent increase in mTOR, raptor, and IGF-IR protein expression only after miR-100–specific knockdown (Fig. 2D).}				
20484036	Homo sapiens	IGF-IR	NM_000875.3	1	Homo sapiens	hsa-miR-100				{Western blot}			{no}				{knock down}				{To investigate whether downregulation of endogenous miR-100 can modulate the levels of mTOR, raptor, and IGF-IR proteins, we transfected a specific miR-100 knockdown probe or a control probe into two different human adrenocortical cell lines (H295R and SW-13) and detected a dose-dependent increase in mTOR, raptor, and IGF-IR protein expression only after miR-100–specific knockdown (Fig. 2D).}				
20484036	Homo sapiens	RPTOR	NM_020761.2	1	Homo sapiens	hsa-miR-100				{Western blot}							{knock down}				{To investigate whether downregulation of endogenous miR-100 can modulate the levels of mTOR, raptor, and IGF-IR proteins, we transfected a specific miR-100 knockdown probe or a control probe into two different human adrenocortical cell lines (H295R and SW-13) and detected a dose-dependent increase in mTOR, raptor, and IGF-IR protein expression only after miR-100–specific knockdown (Fig. 2D).}				
20485139	Homo sapiens	CCND1	NM_053056.2	NA	Homo sapiens	hsa-miR-296-5p	NA	NA	NA	{Western blot}	{changed}	{Totally 2 cell cycle related genes, cyclin D1 and p27, were found altered. A strong reduction in the expression of cyclin D1 and increased level of p27 was observed in miR-296 antagomir cells.The results were further confirmed by Western blot.}				NA	{downregulation}		NA	NA	{Totally 2 cell cycle related genes, cyclin D1 and p27, were found altered. A strong reduction in the expression of cyclin D1 and increased level of p27 was observed in miR-296 antagomir cells.The results were further confirmed by Western blot.}		NA		
20485139	Homo sapiens	CDKN1B	NM_004064	NA	Homo sapiens	hsa-miR-296-5p	NA	NA	NA	{Western blot}	{changed}	{Totally 2 cell cycle related genes, cyclin D1 and p27, were found altered. A strong reduction in the expression of cyclin D1 and increased level of p27 was observed in miR-296 antagomir cells.}				NA	{downregulation}		NA	NA	{Totally 2 cell cycle related genes, cyclin D1 and p27, were found altered. A strong reduction in the expression of cyclin D1 and increased level of p27 was observed in miR-296 antagomir cells.The results were further confirmed by Western blot.}		NA		
20485139	Homo sapiens	ABCB1	NM_000927	NA	Homo sapiens	hsa-miR-296-5p	NA	NA	NA	{Western blot}	{changed}	{To evaluate whether MDR1 was a genuine target of miR-296, we analyzed the expression correlation of miR-296 and MDR1 in miR-296 antagomir and control cells by real-time PCR (Fig. 4A) and Western blot (Fig. 4B). The results showed that down-regulation of miR-296 significantly decreased expression of MDR1.}				NA	{downregulation}		NA	NA	{To evaluate whether MDR1 was a genuine target of miR-296, we analyzed the expression correlation of miR-296 and MDR1 in miR-296 antagomir and control cells by real-time PCR (Fig. 4A) and Western blot (Fig. 4B). The results showed that down-regulation of miR-296 significantly decreased expression of MDR1.}		NA		
20485139	Homo sapiens	BCL2	NM_000633	NA	Homo sapiens	hsa-miR-296-5p	NA	NA	NA	{Western blot}	{changed}	{As shown in Figure 4A and B,the expression of Bcl-2 was decreased and the expression of Bax was increased in response to down-regulation of miR-296. However, relatively equal levels of Bcl-xL and Bak were detected in all ECA109 derived cell lines.}				NA	{downregulation}		NA	NA	{As shown in Figure 4A and B,the expression of Bcl-2 was decreased and the expression of Bax was increased in response to down-regulation of miR-296. However, relatively equal levels of Bcl-xL and Bak were detected in all ECA109 derived cell lines.}		NA		
20485139	Homo sapiens	BAX	NM_004324.3	NA	Homo sapiens	hsa-miR-296-5p	NA	NA	NA	{Western blot}	{changed}	{As shown in Figure 4A and B,the expression of Bcl-2 was decreased and the expression of Bax was increased in response to down-regulation of miR-296. However, relatively equal levels of Bcl-xL and Bak were detected in all ECA110 derived cell lines.}				NA	{downregulation}		NA	NA	{As shown in Figure 4A and B,the expression of Bcl-2 was decreased and the expression of Bax was increased in response to down-regulation of miR-296. However, relatively equal levels of Bcl-xL and Bak were detected in all ECA110 derived cell lines.}		NA		
20501828	human	mTOR	NM_004958.3	1	Homo sapiens	hsa-miR-199a-3p	downregulation	luciferase	{3'UTR}	{Western blot}	{unchanged}	{The inhibition of miR-199a-3p in SNU475 cells determined an increase of both mTOR and P-S6 proteins, with no variations in the mRNA level (Fig. 2C).}				7907	{downregulation by anti-miRNA}		{3'UTR}	{Luciferase activity assay}	{The inhibition of miR-199a-3p in SNU475 cells determined an increase of both mTOR and P-S6 proteins, with no variations in the mRNA level (Fig. 2C).}		{Luciferase activity assay}		
20466882	Homo sapiens	ABCA1	NM_005502.2	1	Homo sapiens	hsa-miR-33a	downregulation by anti-miRNA oligonucleotide	luciferase	{3'UTR}	{Western blot}				{yes}		7256	{overexpression by miRNA precursor transfection}		{3'UTR}	{Luciferase activity assay}	{To evaluate the specific effect of miR-33 on ABCA1 expression, we transfected cells with synthetic miR-33 precursor oligonucleotides (pre-miR-33a/b) to increase the intracellular levels of miR-33a and b, respectively. These studies show that ABCA1 expression is repressed by excess miR-33, especially in mouse J774 macrophages and the human IMR-90 fibroblasts (Fig. 2B).}	{Luciferase activity assay}	{Luciferase activity assay}	{Introduction of excess wild-type human miR-33a/b precursor oligonucleotides resulted in further repression of the wild-type ABCA1 3′UTR reporter (Fig. 2E). By contrast, miR-33a/b precursors mutated in the seed base-pairing sequence had no effect, as compared with precursor control (PC) (Fig. 2E and fig. S5C).}	
